id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
858,no checking account,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,bad
848,... < 0 DM,60,critical account/other credits elsewhere,business,14782,... <  100 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,60,bank,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
96,... >= 200 DM / salary for at least 1 year,27,all credits at this bank paid back duly,car (used),4526,500 <= ... < 1000 DM,< 1 yr,< 20,none,1 <= ... < 4 yrs,unknown / no property,32,stores,rent,2-3,unskilled - resident,3 or more,yes (under customer name),no,good
575,... < 0 DM,36,no credits taken/all credits paid back duly,car (new),6948,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,35,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
795,0<= ... < 200 DM,30,existing credits paid back duly till now,retraining,1908,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,66,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
849,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2671,... <  100 DM,1 <= ... < 4 yrs,< 20,co-applicant,>= 7 yrs,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
574,... < 0 DM,30,critical account/other credits elsewhere,car (used),3496,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,stores,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
33,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,others,6614,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
201,... >= 200 DM / salary for at least 1 year,30,no credits taken/all credits paid back duly,furniture/equipment,2333,100 <= ... <  500 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
63,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,furniture/equipment,3578,... >= 1000 DM,>= 7 yrs,< 20,none,< 1 yr,unknown / no property,47,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
648,... >= 200 DM / salary for at least 1 year,48,existing credits paid back duly till now,furniture/equipment,7238,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,32,bank,rent,2-3,skilled employee/official,3 or more,no,no,good
977,... < 0 DM,48,delay in paying off in the past,business,18424,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,car or other,32,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),yes,bad
963,... < 0 DM,54,delay in paying off in the past,retraining,15945,unknown/no savings account,< 1 yr,20 <= ... < 25,none,>= 7 yrs,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
380,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,6742,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
764,... < 0 DM,60,no credits taken/all credits paid back duly,repairs,6288,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,42,none,own,1,skilled employee/official,0 to 2,no,no,bad
296,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,car (new),8133,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,car or other,30,bank,rent,1,skilled employee/official,0 to 2,no,no,good
702,... < 0 DM,36,all credits at this bank paid back duly,car (new),5800,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
202,... >= 200 DM / salary for at least 1 year,28,critical account/other credits elsewhere,car (new),7824,... >= 1000 DM,< 1 yr,20 <= ... < 25,guarantor,>= 7 yrs,unknown / no property,40,bank,for free,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
983,... < 0 DM,48,all credits at this bank paid back duly,car (used),5096,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
776,no checking account,36,no credits taken/all credits paid back duly,others,1842,unknown/no savings account,< 1 yr,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
242,... >= 200 DM / salary for at least 1 year,60,no credits taken/all credits paid back duly,others,10366,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,42,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
14,... < 0 DM,48,existing credits paid back duly till now,business,7582,... <  100 DM,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,31,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
841,no checking account,36,no credits taken/all credits paid back duly,repairs,1977,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
567,... < 0 DM,36,existing credits paid back duly till now,retraining,9857,... <  100 DM,4 <= ... < 7 yrs,>= 35,none,4 <= ... < 7 yrs,car or other,31,none,rent,2-3,unskilled - resident,3 or more,yes (under customer name),no,good
783,... < 0 DM,36,no credits taken/all credits paid back duly,others,14318,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,real estate,57,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
475,0<= ... < 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,4473,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,no,no,good
100,... < 0 DM,42,all credits at this bank paid back duly,retraining,5954,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,< 1 yr,unknown / no property,41,bank,rent,2-3,unskilled - resident,0 to 2,no,no,good
88,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,furniture/equipment,4454,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,34,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
122,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),5842,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,35,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
701,no checking account,36,no credits taken/all credits paid back duly,car (new),8335,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,0 to 2,no,no,bad
72,... >= 200 DM / salary for at least 1 year,30,no credits taken/all credits paid back duly,furniture/equipment,1867,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,58,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
861,... >= 200 DM / salary for at least 1 year,48,no credits taken/all credits paid back duly,retraining,3914,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,38,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
149,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,retraining,1542,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
629,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,vacation,1238,... >= 1000 DM,unemployed,< 20,none,>= 7 yrs,car or other,36,none,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
507,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,1240,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,38,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
317,... >= 200 DM / salary for at least 1 year,24,critical account/other credits elsewhere,retraining,1559,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,40,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
533,0<= ... < 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1881,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,44,none,for free,1,unskilled - resident,0 to 2,yes (under customer name),no,good
182,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,others,1055,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,car or other,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
70,... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,others,2032,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,60,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
301,no checking account,12,critical account/other credits elsewhere,vacation,339,unknown/no savings account,>= 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,45,bank,rent,1,unskilled - resident,0 to 2,no,no,good
425,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,furniture/equipment,1829,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,46,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
327,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1418,... <  100 DM,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown / no property,35,none,for free,1,unskilled - resident,0 to 2,no,yes,good
424,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,others,2133,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,52,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
136,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,car (used),1543,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
451,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,766,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,4 <= ... < 7 yrs,unknown / no property,66,none,rent,1,unskilled - resident,0 to 2,no,no,bad
194,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,others,2255,... >= 1000 DM,< 1 yr,< 20,none,< 1 yr,car or other,54,none,rent,1,skilled employee/official,0 to 2,no,no,good
389,0<= ... < 200 DM,10,no credits taken/all credits paid back duly,radio/television,1225,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
853,... < 0 DM,24,all credits at this bank paid back duly,retraining,1935,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,31,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
706,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,radio/television,1262,100 <= ... <  500 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
174,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1552,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,< 1 yr,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,3 or more,no,no,good
74,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,car (used),929,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
221,no checking account,18,critical account/other credits elsewhere,furniture/equipment,1940,unknown/no savings account,< 1 yr,20 <= ... < 25,co-applicant,>= 7 yrs,real estate,36,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
133,0<= ... < 200 DM,6,no credits taken/all credits paid back duly,car (used),2116,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,41,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
42,no checking account,24,no credits taken/all credits paid back duly,business,1755,unknown/no savings account,>= 7 yrs,< 20,guarantor,>= 7 yrs,unknown / no property,58,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
697,0<= ... < 200 DM,12,existing credits paid back duly till now,others,2247,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,stores,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
109,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1533,unknown/no savings account,< 1 yr,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,38,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
57,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,1655,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,63,none,rent,2-3,unskilled - resident,0 to 2,yes (under customer name),no,good
758,no checking account,12,delay in paying off in the past,others,1082,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,48,bank,rent,2-3,skilled employee/official,0 to 2,no,no,bad
532,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,car (new),2197,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,43,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
782,no checking account,24,existing credits paid back duly till now,furniture/equipment,1024,unknown/no savings account,< 1 yr,< 20,none,>= 7 yrs,unknown / no property,48,stores,rent,1,skilled employee/official,0 to 2,no,no,bad
265,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,< 1 yr,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,no,no,good
569,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,car (used),1935,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,43,none,rent,4-5,skilled employee/official,0 to 2,yes (under customer name),no,good
368,... < 0 DM,12,delay in paying off in the past,vacation,1410,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,31,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
286,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,others,672,unknown/no savings account,unemployed,>= 35,none,>= 7 yrs,unknown / no property,54,none,rent,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,good
361,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,others,1255,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,61,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
355,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,furniture/equipment,1346,... <  100 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,42,bank,own,1,skilled employee/official,3 or more,yes (under customer name),no,good
13,no checking account,6,all credits at this bank paid back duly,furniture/equipment,1957,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,no,no,good
882,0<= ... < 200 DM,9,delay in paying off in the past,furniture/equipment,1337,unknown/no savings account,< 1 yr,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
666,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1092,unknown/no savings account,1 <= ... < 4 yrs,< 20,guarantor,>= 7 yrs,unknown / no property,49,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
674,... < 0 DM,8,no credits taken/all credits paid back duly,furniture/equipment,760,unknown/no savings account,4 <= ... < 7 yrs,< 20,guarantor,1 <= ... < 4 yrs,unknown / no property,44,none,rent,1,unskilled - resident,0 to 2,no,no,good
394,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,furniture/equipment,1471,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,35,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
413,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,976,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,35,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
105,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,1851,unknown/no savings account,4 <= ... < 7 yrs,< 20,guarantor,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
458,... < 0 DM,18,no credits taken/all credits paid back duly,retraining,1941,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,35,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
931,... < 0 DM,18,all credits at this bank paid back duly,others,1056,unknown/no savings account,>= 7 yrs,20 <= ... < 25,guarantor,4 <= ... < 7 yrs,unknown / no property,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad
90,... < 0 DM,24,existing credits paid back duly till now,others,1965,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,42,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
337,no checking account,9,all credits at this bank paid back duly,domestic appliances,1288,... <  100 DM,>= 7 yrs,20 <= ... < 25,guarantor,>= 7 yrs,unknown / no property,48,none,rent,2-3,skilled employee/official,3 or more,no,yes,good
922,no checking account,12,critical account/other credits elsewhere,others,697,unknown/no savings account,< 1 yr,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,46,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
934,no checking account,12,no credits taken/all credits paid back duly,others,1372,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,no,no,bad
534,no checking account,18,all credits at this bank paid back duly,furniture/equipment,1880,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,< 1 yr,car or other,32,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
43,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,others,1028,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,4 <= ... < 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
598,no checking account,21,all credits at this bank paid back duly,others,571,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,65,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
757,no checking account,24,all credits at this bank paid back duly,others,1199,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,60,none,rent,2-3,unskilled - resident,0 to 2,no,no,bad
179,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,retraining,1950,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,34,stores,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
445,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,618,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,56,none,rent,1,skilled employee/official,0 to 2,no,no,good
417,... >= 200 DM / salary for at least 1 year,11,all credits at this bank paid back duly,furniture/equipment,1154,... <  100 DM,unemployed,< 20,none,>= 7 yrs,unknown / no property,57,none,rent,4-5,unskilled - resident,0 to 2,no,no,good
178,... < 0 DM,12,all credits at this bank paid back duly,car (new),1804,... <  100 DM,< 1 yr,20 <= ... < 25,none,>= 7 yrs,car or other,44,none,rent,1,skilled employee/official,0 to 2,no,no,good
912,no checking account,12,all credits at this bank paid back duly,others,691,unknown/no savings account,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad
794,no checking account,12,no credits taken/all credits paid back duly,repairs,795,unknown/no savings account,< 1 yr,< 20,none,>= 7 yrs,car or other,53,none,rent,1,skilled employee/official,0 to 2,no,no,bad
539,... >= 200 DM / salary for at least 1 year,7,all credits at this bank paid back duly,furniture/equipment,730,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,46,none,for free,2-3,unskilled - resident,0 to 2,yes (under customer name),no,good
325,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1546,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown / no property,31,none,rent,1,unskilled - resident,3 or more,no,yes,good
432,... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1555,500 <= ... < 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,55,none,own,2-3,skilled employee/official,3 or more,no,no,bad
552,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,2096,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown / no property,49,none,rent,1,unskilled - resident,3 or more,no,no,good
94,no checking account,9,no credits taken/all credits paid back duly,furniture/equipment,1364,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,>= 7 yrs,unknown / no property,59,none,rent,1,skilled employee/official,0 to 2,no,no,good
623,no checking account,12,all credits at this bank paid back duly,car (new),1526,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,66,none,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
435,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,retraining,1264,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,57,none,for free,1,unskilled - resident,0 to 2,no,no,good
447,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,furniture/equipment,700,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,36,none,own,2-3,skilled employee/official,0 to 2,no,no,good
237,... >= 200 DM / salary for at least 1 year,21,no credits taken/all credits paid back duly,car (used),2241,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,50,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
826,... < 0 DM,6,existing credits paid back duly till now,others,1209,unknown/no savings account,unemployed,< 20,none,>= 7 yrs,car or other,47,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
592,no checking account,8,all credits at this bank paid back duly,business,1164,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,51,bank,own,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
117,... < 0 DM,9,all credits at this bank paid back duly,car (used),1919,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,35,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
474,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,4 <= ... < 7 yrs,>= 35,none,>= 7 yrs,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,good
350,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,701,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,32,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
737,... < 0 DM,9,no credits taken/all credits paid back duly,furniture/equipment,1082,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,37,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
444,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,furniture/equipment,1386,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,40,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
150,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1743,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,48,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
125,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,furniture/equipment,1213,100 <= ... <  500 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,47,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
787,... < 0 DM,6,critical account/other credits elsewhere,others,931,... <  100 DM,< 1 yr,>= 35,none,< 1 yr,car or other,32,stores,rent,1,unskilled - resident,0 to 2,no,no,bad
51,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,others,640,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,49,none,rent,1,unskilled - resident,0 to 2,no,no,good
471,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,car (used),1984,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,47,bank,own,2-3,skilled employee/official,0 to 2,no,no,good
626,no checking account,6,all credits at this bank paid back duly,car (used),1872,unknown/no savings account,unemployed,< 20,none,>= 7 yrs,real estate,36,none,own,4-5,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
321,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1597,100 <= ... <  500 DM,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,real estate,40,none,for free,1,unskilled - resident,3 or more,no,yes,good
810,no checking account,6,critical account/other credits elsewhere,repairs,1198,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,35,none,own,1,skilled employee/official,0 to 2,no,no,bad
538,... >= 200 DM / salary for at least 1 year,4,all credits at this bank paid back duly,others,1455,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,< 1 yr,unknown / no property,42,none,rent,4-5,unskilled - resident,3 or more,no,no,good
829,... < 0 DM,12,no credits taken/all credits paid back duly,domestic appliances,639,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,bad
